edad_anios,antiguedad_laboral_anios,amt_income_total,amt_credit,amt_annuity,calificacion_region_ciudad,CODE_GENDER,ORGANIZATION_TYPE,NAME_EDUCATION_TYPE,default
40,2.885788910983458,34811.81854001916,132174.10488717823,12210.419920595003,2,M,Other,Secondary / secondary special,1
26,4.721180605436087,28855.893432753262,128986.37678258441,14218.41069449129,2,M,Business Entity,Incomplete higher,0
51,4.893385491411894,28039.342712963353,71055.79378953426,8137.451085195083,2,F,Business Entity,Secondary / secondary special,0
63,0.7080204575698252,28280.05275383018,105922.79477041455,5390.210598362304,2,F,Self-employed,Secondary / secondary special,0
31,7.057724237697039,22151.381430113193,37193.46083976293,2822.11403602873,3,F,Other,Lower secondary,0
21,1.6143242775979179,23935.014169039194,76129.26831943047,5177.440011194027,2,F,Other,Secondary / secondary special,1
47,11.767386032480418,22337.969107327932,54462.54605711789,4888.682374822003,2,M,School,Lower secondary,0
48,8.514641988344398,48373.39478040994,137046.90753996847,12923.57263251922,1,F,Other,Secondary / secondary special,0
55,2.1252740081225787,42321.53280300754,116016.84869440104,13920.190335501964,2,M,Government,Secondary / secondary special,1
28,8.244514900416126,36811.54964961224,63003.2385276924,5411.56077939709,3,M,Self-employed,Secondary / secondary special,0
52,2.2033155108206883,95906.84218722692,300501.10137582046,26625.203379089515,3,M,Business Entity,Incomplete higher,0
25,0.5320702501295915,22860.192200349575,113871.24672106752,8996.05003275788,2,F,Other,Secondary / secondary special,0
20,2.0,63537.680819817164,161784.48440656502,9761.656225089226,3,M,Self-employed,Secondary / secondary special,0
31,5.286421130211947,31887.995864239514,129991.76274647744,9259.667464540003,1,F,Business Entity,Secondary / secondary special,0
30,3.044945011440477,39284.38310699698,134244.91849744975,9033.198835247664,2,F,Business Entity,Secondary / secondary special,0
62,2.5356070602773366,50795.75747108782,134013.86541903607,14216.911623072485,2,M,Other,Secondary / secondary special,0
49,1.963030707633329,28601.994471838752,51873.28396869425,4575.5945145318865,2,F,Other,Secondary / secondary special,0
51,19.93577935933722,21410.807157858377,48292.13234053189,3415.8741562413247,1,F,Business Entity,Higher education,0
62,0.7236681784341369,23251.201439264896,98503.42165831203,8297.583793982063,3,F,Government,Higher education,0
36,1.8902594784463524,12668.30003024404,31373.939672475688,2049.3627383299154,2,F,Other,Secondary / secondary special,0
55,3.322775686451484,49187.66101558822,98624.14708341974,6209.267867079709,2,M,Business Entity,Secondary / secondary special,0
33,3.250434097782067,48599.56276922241,129252.68487778555,14243.123254121914,2,M,Business Entity,Secondary / secondary special,0
19,1.0,80163.6362785497,284111.9781948328,32995.84457150439,2,M,Self-employed,Incomplete higher,0
57,0.9666121202686684,44688.18618620971,177060.00429257553,9844.717291000841,2,F,Business Entity,Secondary / secondary special,0
34,0.7828744874882548,50393.24280356122,143911.86019573663,14900.89153537924,1,M,Business Entity,Secondary / secondary special,0
51,1.470295722969318,34864.5844957079,113083.80451595357,9242.543747709595,2,F,Business Entity,Secondary / secondary special,1
59,12.297724211278801,45818.334674896345,141679.84036909515,10941.652821860838,1,M,Self-employed,Incomplete higher,0
33,0.5998500708265928,62617.274332803536,95899.08981144837,9422.928686967249,2,F,Business Entity,Secondary / secondary special,0
55,7.082223821104088,39764.749522568316,114705.4625616341,7873.125777532979,2,M,Business Entity,Higher education,0
19,1.0,27983.88873086283,99500.05585679882,5118.351114377227,2,M,Business Entity,Secondary / secondary special,0
19,1.0,32528.987137351116,113682.51592854,7387.112547350625,2,F,Business Entity,Secondary / secondary special,0
43,10.884852421125439,52888.00278208537,218119.9846619746,13729.509075778018,3,M,Business Entity,Secondary / secondary special,0
30,1.5260823778370893,28406.35869678595,109259.82305246631,5723.407210874487,2,F,Business Entity,Higher education,0
64,1.2716199218613433,56643.53641282235,139842.91024041307,10137.503313776742,2,F,Business Entity,Secondary / secondary special,0
48,3.1321707506068592,94305.89084319478,225839.30091156787,18793.510417067493,2,F,Business Entity,Secondary / secondary special,0
51,1.5400305257945448,56995.69783651972,178082.84661980814,18076.83516066221,1,F,Business Entity,Secondary / secondary special,0
56,6.627125109457457,52763.131123136925,214502.90809018462,15615.016500455866,1,F,Government,Secondary / secondary special,0
20,2.0,43209.52044091703,79004.09588631168,5026.0682404396875,2,F,Other,Secondary / secondary special,0
25,7.0,24626.176910275575,118677.06907439322,7849.702933713815,2,F,Government,Secondary / secondary special,0
40,0.43181232055245933,23534.177775517146,80040.58426749689,8995.15260050819,2,M,Self-employed,Secondary / secondary special,1
31,12.330424479193871,23416.32727726463,60236.84831282166,3875.06226039424,3,F,Other,Secondary / secondary special,0
44,1.736089208663236,47923.72839938262,188190.21818053664,20992.025422746126,2,F,Business Entity,Secondary / secondary special,0
46,3.3735347174897834,29889.680210946506,49513.461522799305,4025.2923998376677,3,M,School,Secondary / secondary special,0
56,2.8867099282831976,35792.86332457378,114372.12909199952,13199.462135652984,3,F,Government,Secondary / secondary special,1
56,7.1420787287518746,44771.551938271,143308.9814988786,11259.277863750884,1,F,Business Entity,Secondary / secondary special,0
18,0.0,23855.95989490569,49308.20549503038,3078.6961376655177,3,F,Government,Secondary / secondary special,0
34,14.372278572318297,28255.35002855691,125195.4255146388,11071.29376828392,1,M,Government,Higher education,1
58,11.641252378086014,42678.10912151391,183039.6846086029,16682.13841638222,3,M,Other,Secondary / secondary special,0
47,10.284924040151617,31400.310658974933,63885.92220583687,6036.213523700873,2,M,Other,Secondary / secondary special,0
30,0.36962327443109877,32901.531447330846,91248.96016300084,7190.853345108245,2,F,Business Entity,Higher education,0
38,9.6295888305722,21669.748571409767,40121.6142017679,2142.578207241572,2,M,Business Entity,Secondary / secondary special,0
36,7.607946721341009,33125.02245998689,148073.17814512012,13899.687663115938,2,M,Business Entity,Higher education,0
36,0.5463571388293121,82957.6063092255,218312.92603907018,25174.124316203044,2,M,Business Entity,Secondary / secondary special,0
42,0.5681638801323412,29051.4521040121,88246.89652285127,10327.455230444162,3,M,Government,Secondary / secondary special,0
39,0.5332723818620022,20465.474866189794,53896.88868481892,4946.762930285107,3,F,Business Entity,Secondary / secondary special,0
48,0.0569864816976082,58633.886643944694,151573.93603719588,7789.701552977486,2,F,Other,Incomplete higher,1
34,3.977387074081249,47177.74074350757,194162.7230606258,11149.34656638851,2,F,Business Entity,Secondary / secondary special,0
40,18.133147392759344,40388.85749216667,166259.99758210604,18019.148274960186,2,M,Business Entity,Incomplete higher,0
49,2.8873625221041377,18782.465305757487,62212.38217587652,6724.0455732456485,3,F,Other,Secondary / secondary special,1
27,3.890884450521925,20164.787282422323,76659.65156131568,8909.468445066568,2,F,Government,Lower secondary,0
27,9.0,16837.108606470683,55407.91379318089,4957.025213129373,3,M,Government,Secondary / secondary special,0
53,1.4730784645206842,45060.70008413829,72099.92447778331,7964.672495458881,2,F,Government,Secondary / secondary special,0
25,7.0,60471.923640774956,104678.26140527861,11278.254116806622,2,M,Business Entity,Higher education,0
37,3.95259255471141,45827.23313773769,130291.03960876119,11890.289452981066,2,F,Self-employed,Higher education,0
49,4.213767014870163,96273.77155570687,397043.8411271562,41631.88455318174,1,F,School,Secondary / secondary special,0
67,2.1016795917923257,29116.146691993577,136737.9209126649,8040.153940173651,2,F,Business Entity,Secondary / secondary special,0
31,4.122939355038268,30889.304779565944,49545.79831353979,4694.176676845862,2,M,Business Entity,Secondary / secondary special,0
67,0.3797772857088836,38302.90212119553,106792.51998181752,12467.126120533472,2,F,Other,Secondary / secondary special,0
45,7.233271008019867,32378.528844776974,73927.90448678932,4534.517717627818,1,F,Business Entity,Higher education,0
63,1.6751806723584806,46599.982982203495,202859.9072759005,20708.545424543267,2,F,Self-employed,Secondary / secondary special,0
41,10.928827250433113,26375.46578007891,117658.01214643204,8524.91195413776,2,F,Self-employed,Secondary / secondary special,0
32,2.293148350132384,18081.37763245584,40184.61484067045,4307.681194191632,2,F,Business Entity,Higher education,0
39,0.7705607140225763,14843.683652848247,59195.05756560818,5848.753773205898,1,M,Business Entity,Secondary / secondary special,0
47,5.951690477177638,46177.88634240102,187535.1444366505,21535.072843996124,2,M,Other,Secondary / secondary special,1
21,0.899092328989499,27918.48908918887,59178.875449017156,5908.1513995374735,1,F,Government,Secondary / secondary special,0
30,7.005629341743596,20236.22329259324,61071.620900716116,4807.664362534148,1,F,Business Entity,Higher education,0
40,17.227664645890286,26648.028916476676,97829.7725957902,4966.081621842136,3,M,Government,Secondary / secondary special,0
25,7.0,96400.43097635561,153395.5589629117,16183.87308953648,2,M,Government,Secondary / secondary special,0
35,0.1135253435352488,20838.412213261552,60766.29820284453,4775.7781879860395,3,M,Business Entity,Higher education,0
29,4.580026213809934,52239.582145643675,106691.70990570408,10343.162376214874,3,F,Self-employed,Secondary / secondary special,0
48,5.94395435932641,44826.14248059614,152258.1679123292,8732.714491688013,2,F,Self-employed,Secondary / secondary special,0
31,8.727958726005534,71019.97177022965,316053.89809243963,35514.282636371,2,F,Business Entity,Secondary / secondary special,0
51,0.288157793747927,34147.80419807156,113938.88791639807,9171.62994222223,2,M,Self-employed,Higher education,1
35,3.2706692517786298,16644.37833376814,27062.803562526293,3095.400749236365,2,F,Other,Higher education,0
51,3.8325788359691657,59651.38537924418,95668.91332120006,9518.216937378374,2,F,Business Entity,Secondary / secondary special,1
28,0.9263787565287008,32051.166003247494,116001.5354618899,6786.363396377904,2,M,Business Entity,Secondary / secondary special,0
58,1.9463582368214531,68681.25341419598,181863.52599827584,16466.6079851547,2,M,Self-employed,Secondary / secondary special,0
29,2.901072567004654,54610.663597973726,191373.93760922042,21758.33855928346,3,F,Business Entity,Secondary / secondary special,0
66,8.955089360130286,59750.617005380125,123846.88928754415,13127.51503979967,2,F,Other,Higher education,0
32,13.254161541795488,118686.50149908662,500740.51406426495,39688.006394309814,2,M,School,Secondary / secondary special,1
48,4.949993540230282,41814.524007191016,188688.83280679185,22049.140686460923,2,F,Other,Secondary / secondary special,1
66,2.5121811171897814,74714.35601402838,344604.24775940075,23708.886880554248,1,M,Government,Secondary / secondary special,1
46,1.4653562923090766,29660.670836503225,76057.70326650604,5799.973290762856,1,M,Business Entity,Secondary / secondary special,0
43,20.124610557209863,47588.94181088424,181436.35208432932,18593.595933711746,2,F,School,Secondary / secondary special,0
35,17.0,28250.449281387926,69966.4287395148,4639.006444362675,2,F,Government,Incomplete higher,0
49,12.949799279020342,46148.50843754333,192423.076189874,16563.04967244764,2,M,Other,Secondary / secondary special,0
39,7.701172146119224,43800.597973603406,84177.63204939509,8503.223982501246,2,F,Other,Secondary / secondary special,0
55,1.9709906756005078,12961.215165060434,54044.07867806384,5138.389057270577,2,M,Self-employed,Secondary / secondary special,1
34,8.49135884103881,26745.888863616565,81282.09975126931,4948.120487618334,3,F,Business Entity,Secondary / secondary special,0
40,2.6279454915344425,40747.82945882066,183137.99074269834,17228.930297359388,1,M,Government,Incomplete higher,1
41,1.9783642815786573,11746.416671040484,47998.88921026716,4324.207306030248,2,F,Business Entity,Secondary / secondary special,1
67,6.829819335776241,34616.22613815952,97542.25080456761,8686.053328608048,1,F,Business Entity,Secondary / secondary special,0
25,0.4150275702081449,60128.25510600454,280341.2038836936,30227.314585885953,2,F,Business Entity,Secondary / secondary special,1
58,0.24890757427814608,69572.40178536052,173352.16120835865,10899.122166381185,2,F,Business Entity,Higher education,0
23,2.9706167715239555,24557.624202614887,119950.7382704373,12308.099563858665,2,F,Other,Lower secondary,1
22,2.949694103043066,71840.45861350154,300667.53825647564,31048.379591163506,3,F,Business Entity,Secondary / secondary special,1
61,11.29974307528872,66440.2453539099,330032.74867628585,33196.40368584227,2,F,Self-employed,Higher education,1
46,0.6742504302378161,12407.478211443777,20952.088554276874,1789.680931390401,2,F,Government,Secondary / secondary special,0
45,0.6578604377412255,38480.078949978735,94627.36880669005,7351.383807500568,2,F,Other,Secondary / secondary special,0
28,0.7976323537708521,40668.723254721444,166515.03305589606,12926.129277710794,2,F,Self-employed,Incomplete higher,0
18,0.0,77605.81267303464,366910.50044504774,37192.47359469629,2,F,Self-employed,Secondary / secondary special,1
60,0.3721725616987973,41906.34307381962,67079.39367525614,5691.8723083145915,2,M,School,Higher education,0
36,5.392134949897471,72901.57478875956,109354.73410254698,8058.38979984989,2,F,Other,Secondary / secondary special,0
26,2.8245115648650074,24578.052706518407,58909.886026086795,5524.738648780637,2,M,Business Entity,Secondary / secondary special,0
44,7.2112148383996635,16333.530720832641,73251.39957616311,7954.427219307966,1,M,School,Secondary / secondary special,0
51,24.529835132554897,26267.32121417983,109929.68116184682,5969.798599463045,2,F,Other,Higher education,0
61,5.379872554867382,79897.05067264002,215000.65574077884,25380.738624388287,2,M,Other,Secondary / secondary special,0
21,0.25886478714329453,57696.95568446935,86951.58693103328,4935.8621134142895,1,F,Business Entity,Secondary / secondary special,1
53,0.5522163033812841,115986.68938459543,399164.72274237446,34256.98249181461,2,F,Government,Higher education,0
35,10.643330563168899,17647.250607738773,41168.28534522962,3672.8149126063086,3,F,Business Entity,Secondary / secondary special,0
32,3.7485447456984735,61124.068649725305,251197.38263474192,14990.140852458147,3,M,Self-employed,Secondary / secondary special,1
30,8.710196099916228,52967.46308104378,162198.22741454627,18505.44923471828,1,F,Self-employed,Secondary / secondary special,0
36,9.71101690595124,31487.364942771263,122016.89982069585,10127.731570747606,2,F,Business Entity,Secondary / secondary special,0
66,13.132895443466788,53528.194594370005,239971.22704421575,14402.697735128988,2,M,Other,Higher education,0
23,5.0,38947.988446587544,131455.66535615583,13120.967000251048,3,F,Business Entity,Higher education,1
65,4.0464480244390755,45713.72032578914,122322.80219631716,11796.603604766091,3,M,Other,Secondary / secondary special,0
29,2.085311776759155,51035.40903002619,214012.00727560683,25125.135896565233,2,F,Other,Higher education,1
54,16.33309744222703,59281.62356257288,143944.99076985384,11646.033968226933,1,F,Business Entity,Secondary / secondary special,0
34,3.9638034983187174,37926.518125031274,175232.49307008175,12046.483574329352,2,F,Government,Secondary / secondary special,1
40,0.33204921059297793,88315.24549103847,154551.3937827901,8376.620699547742,2,F,Business Entity,Secondary / secondary special,0
43,5.146968914030653,32602.274587791428,144237.03504587122,14613.881009705536,3,F,Business Entity,Incomplete higher,1
46,4.429835266404865,93141.84361349519,169559.60773011038,15804.555785757677,2,F,Other,Secondary / secondary special,0
50,11.306873768392851,20662.547392587392,35053.58665256207,4139.22420525712,2,F,Business Entity,Secondary / secondary special,0
44,5.294850473066522,22191.624849757813,61501.85314659499,6141.055277611906,2,F,School,Higher education,0
42,2.1466308457150953,22850.879079253427,110779.29633242791,12775.21286446718,1,F,Other,Secondary / secondary special,0
27,9.0,58596.50844047025,289595.73372503585,34580.77588967835,2,F,Business Entity,Higher education,1
64,8.08784152295043,24276.625197361907,53584.50214993799,4286.233977343471,2,M,Government,Lower secondary,0
40,4.976908045657606,76501.27453788383,154550.28039002875,9353.483571522582,2,M,Government,Secondary / secondary special,1
38,1.7330941217175817,27910.63685857252,76344.98821552939,4863.9051786042055,2,F,Self-employed,Higher education,0
38,2.3383541322506227,44340.01622639828,118822.55031989994,8589.23843381608,3,M,Other,Lower secondary,1
60,5.542857447867432,50013.275677528414,207983.96238101253,17808.1491841864,3,F,School,Secondary / secondary special,0
30,0.37351438325100705,21853.75061056056,66741.27946340304,3908.996690583681,1,F,Self-employed,Higher education,0
54,1.4831471826666978,18117.131867585136,76628.0859757883,5449.8087105362565,1,F,Other,Secondary / secondary special,0
50,6.257085707075671,41833.03427339179,172372.84368083888,12332.513235902092,2,M,Other,Secondary / secondary special,1
41,3.2698103194762584,31614.753858931374,111413.12744709034,5602.520064164704,2,F,Government,Secondary / secondary special,0
61,2.574114384193469,46593.881068167946,205818.7943570976,15393.56052765256,3,F,Government,Lower secondary,0
28,0.8211762570939978,18530.456604620704,40484.73217743475,2353.403958729079,2,F,Self-employed,Secondary / secondary special,0
34,2.915629028306323,30382.480321326533,62780.43518265353,5027.444478402704,3,M,Other,Secondary / secondary special,0
21,3.0,33159.38886533341,136857.94668043568,8725.73033700622,2,F,Government,Incomplete higher,1
64,1.5327130715380524,10735.004524447284,25300.14828100068,2720.9802658212334,2,F,Business Entity,Secondary / secondary special,0
42,0.02706583485650806,59738.3000453321,90191.71115486202,5017.975912804505,1,F,Business Entity,Secondary / secondary special,0
47,5.520711271173473,24866.556754209116,116670.417650435,12903.30836791295,3,F,Self-employed,Secondary / secondary special,0
26,8.0,76847.68853043766,282820.9883299284,25634.00719731109,2,M,Government,Secondary / secondary special,0
38,4.667522252196536,25683.001737001294,78520.17745328549,6446.887110978204,3,M,Self-employed,Secondary / secondary special,0
37,0.638722893891802,27982.557035111786,113051.70704593575,10003.036867513889,2,M,School,Secondary / secondary special,1
36,1.9337056966621635,19517.054278580887,52045.36876581698,3972.5001209877955,1,M,Business Entity,Secondary / secondary special,0
36,10.11120997730428,64428.17816516776,311692.6504759098,18368.931026740847,2,F,Business Entity,Secondary / secondary special,0
29,1.3235274977730946,45573.46529720591,79305.62319541062,8216.981485616858,1,F,School,Secondary / secondary special,0
54,4.678589917757396,73135.40430932035,273769.1241929474,31470.80424409003,2,F,Business Entity,Secondary / secondary special,0
59,2.5764378862403285,32739.104650368587,138175.8230061443,16098.137451832716,2,M,Other,Secondary / secondary special,1
34,1.164982925965944,35565.88342568549,111745.89587091122,10833.74286291078,2,F,Business Entity,Lower secondary,0
54,8.394124671280087,15662.011101291428,64878.14630552508,5107.487941431336,2,F,Government,Secondary / secondary special,0
65,6.7901144884493325,26581.68733329588,126108.47933830533,10528.191286246532,2,F,Business Entity,Secondary / secondary special,0
56,5.417501253844853,39547.166509634335,162300.72711755754,15578.857077764,2,M,Business Entity,Secondary / secondary special,1
45,1.3481407503554044,44072.90258532068,113830.78917246671,12249.909045645272,2,M,Business Entity,Secondary / secondary special,1
58,0.51491118955426,90397.21484352706,313358.5383212106,23884.09366671582,3,F,Self-employed,Higher education,0
52,4.291988361319068,14393.41978683565,67513.95207123738,7708.384260439626,2,F,School,Secondary / secondary special,1
64,4.0335712070223515,40730.29222900199,125117.02393749014,9095.888884824557,2,F,Business Entity,Secondary / secondary special,0
65,1.0436460034601365,30087.989824275457,116920.26556028092,10190.79189147099,1,F,Business Entity,Secondary / secondary special,1
35,0.2894523785631853,37712.68528769333,118014.36407104283,13842.53330668986,2,F,Government,Secondary / secondary special,0
31,0.42075982246608934,38229.323295407965,73580.15246299835,8511.304969784444,2,F,Government,Secondary / secondary special,0
52,24.648263496244944,33004.78133441448,56276.17955745709,5554.580268786643,2,M,Business Entity,Secondary / secondary special,0
61,7.65276155612482,20608.235180439468,99598.75277748625,7242.74297883936,2,F,Other,Secondary / secondary special,0
58,12.754429503162918,18781.195422317083,68436.72676181557,4471.139188300299,2,M,Business Entity,Secondary / secondary special,0
24,1.0849049090377436,31810.25838918035,59273.71482253921,3296.2133483542952,2,M,Other,Secondary / secondary special,0
58,16.165956054474027,17848.794528189184,80338.04806964581,8002.136217772619,2,F,Business Entity,Secondary / secondary special,1
30,0.7695705893113445,34322.20708139267,114273.24787180274,9740.828609874938,1,M,Government,Higher education,0
35,3.5573891101731006,31994.371603797594,134432.74738737056,12107.031858872171,2,M,School,Secondary / secondary special,1
54,8.850841752860596,10667.77025475277,20734.376288673648,1722.3518107337395,2,M,Government,Secondary / secondary special,0
30,2.1524021516262,95492.83887796971,446351.3394190387,37407.032095472714,3,F,School,Secondary / secondary special,0
53,2.765435397339535,37745.77519586885,134634.42562381286,12115.637972889452,2,M,Business Entity,Incomplete higher,1
48,0.6858908003068025,10735.43176608705,43842.562722312636,4997.9793906436535,2,M,Business Entity,Lower secondary,1
19,0.6557960708952106,41091.90679392755,66150.93944412998,3443.52955305313,3,F,Business Entity,Secondary / secondary special,1
33,4.832242103616745,32803.98694951948,85407.38283364597,9062.968094539829,3,F,Self-employed,Secondary / secondary special,0
26,5.627847485138133,18790.696421642744,45775.244201890295,3540.080613524969,2,M,Other,Higher education,0
26,7.510378574243912,42389.309304681636,204468.32985004585,20885.35594823098,3,F,Business Entity,Secondary / secondary special,1
55,4.067340261669392,22672.841384295232,48716.79398759933,5670.481023532745,1,F,Government,Higher education,0
28,5.1888931577826325,39995.26353325463,158968.41579538697,11356.71785954229,3,M,Business Entity,Secondary / secondary special,1
39,0.068047308656224,25571.79239248421,42184.18465851837,2373.6544862658047,2,M,Business Entity,Secondary / secondary special,1
50,0.8847046546172908,23091.282429077797,50613.650334365586,3353.7055447387274,2,F,Business Entity,Incomplete higher,0
53,20.970194477569606,36034.5354622511,96755.9974859367,6342.016812910852,2,F,Business Entity,Higher education,0
62,0.3951808978421445,16138.346849794223,69084.55858986481,7041.75169767054,3,M,Business Entity,Secondary / secondary special,0
40,5.678273148248964,34847.31564295654,148620.94479028392,8074.586738283917,1,M,Other,Incomplete higher,0
62,0.9684251845340147,50444.39346124022,243853.57113174736,13062.102030271499,2,M,Other,Higher education,0
62,6.306572394214459,68549.08900241807,322776.153475556,31810.42966393335,2,F,Other,Secondary / secondary special,0
51,6.120714345949047,62585.1999740987,111733.42527209813,9940.965075136992,2,F,Other,Secondary / secondary special,0
26,1.3341650609422162,71443.7180041791,314676.50133213506,24936.139123303008,2,F,Self-employed,Secondary / secondary special,0
41,1.57105023611142,28930.24847837834,89079.34588796979,8041.708188066775,2,F,Business Entity,Higher education,1
25,5.317732422217904,21756.8107242656,98571.43533313219,10001.782665847208,2,F,Government,Secondary / secondary special,0
24,2.472186894717736,54593.94077739028,98951.62031522542,5664.28721475162,2,F,Self-employed,Secondary / secondary special,0
53,1.0817581541925827,28044.65469984255,122826.94577291909,10898.440931526833,2,F,Government,Secondary / secondary special,0
35,6.577867428160627,36429.38980725525,74998.96315160264,8078.076694711197,2,F,Government,Secondary / secondary special,0
20,0.8370515661489354,52756.03779820588,140776.6224882439,10610.339941178325,3,M,Government,Secondary / secondary special,0
45,9.677352407628529,99762.62420532048,159716.90871768404,16516.526635419523,2,M,School,Secondary / secondary special,0
23,3.6146261319018573,47306.37082038998,91445.50010296039,9983.970205473206,2,F,Business Entity,Higher education,0
61,0.5585733244191827,40237.371868643815,123127.99151283069,13231.954955056042,2,F,Government,Secondary / secondary special,0
61,5.922032945305315,20732.22553833605,90479.25060114542,8643.02572133093,2,M,Business Entity,Secondary / secondary special,1
38,3.6611351297529997,65164.99464438378,274204.1447429135,27479.12604784994,2,F,Business Entity,Secondary / secondary special,1
45,1.769519447115688,44547.95063554491,103509.0417202463,10882.657305994931,2,F,Other,Secondary / secondary special,0
57,2.7455751488755453,30528.898777997056,62001.64644528308,6284.465286340101,2,F,School,Secondary / secondary special,0
18,0.0,28992.452687161236,82988.63789743013,6773.334395213243,2,F,Other,Secondary / secondary special,0
53,1.526012213445917,29630.77184080821,136047.88780786697,8317.759163254155,2,M,Self-employed,Secondary / secondary special,1
38,0.8932918972034699,37122.65100048989,67562.77042369959,4842.9765401132245,2,M,Business Entity,Secondary / secondary special,0
60,2.253100610703325,17509.458450077647,59535.64374642947,3840.4812121335513,3,M,Other,Secondary / secondary special,1
52,1.4449960729543214,66770.14993273136,120909.13540120877,9104.589783728436,2,F,Business Entity,Secondary / secondary special,1
30,5.751125334435142,60921.21181098229,191642.440519856,16146.484195979252,2,M,Other,Higher education,1
66,5.758115409194541,33398.151203020585,64918.33413497326,7604.096566816108,3,M,Self-employed,Secondary / secondary special,0
27,3.4841722766056957,29663.578483468027,52836.151142864284,6190.410044783752,1,F,Other,Incomplete higher,0
61,7.5241402603195775,35897.07689442135,77823.88148644588,8083.659683483677,1,F,Other,Higher education,0
64,9.204949800325753,39076.67078517189,93525.9501995814,11093.09613584419,2,F,Business Entity,Secondary / secondary special,0
27,4.334723342586951,31255.53163929999,77105.17200294908,9241.911280004046,2,F,Other,Higher education,0
63,4.8239287092994125,59846.75735531458,224930.31597122757,25184.991398422088,2,M,Government,Secondary / secondary special,0
30,1.6626016470207645,17817.669536451678,30155.275420877268,1675.5854424408042,2,F,Business Entity,Secondary / secondary special,1
54,11.262749982540248,25438.827181433982,45353.14775584444,3620.2282700366886,2,F,Other,Higher education,0
55,0.12251912972392404,53509.84827938874,115606.50566457806,10102.667406066841,2,M,Other,Secondary / secondary special,0
41,2.143175885624233,42707.86059880607,194415.60887009412,11409.431843789624,2,F,Business Entity,Secondary / secondary special,0
19,1.0,25854.22668762269,95663.66992531696,10198.14363539203,2,F,Other,Incomplete higher,1
39,0.4173945339658059,44366.245967664116,179962.52876547765,10871.147472050743,2,F,Government,Secondary / secondary special,1
34,1.0116185278272518,24428.842368026584,68309.57906224196,5248.430863379858,2,M,Business Entity,Secondary / secondary special,0
53,4.4492875393168845,31099.34648524559,69857.56702488377,3829.8609572141863,3,F,Government,Secondary / secondary special,0
31,4.104830845679484,61197.36871794082,99927.026990499,8665.823285688026,1,F,Self-employed,Secondary / secondary special,1
27,6.714800909612594,57904.00247418389,185864.59082780377,17061.05003701198,2,M,Government,Secondary / secondary special,0
52,8.372886779464558,41945.16205908076,147226.82148048043,14937.9836352872,2,F,Self-employed,Higher education,0
42,0.688153651551108,21470.291790029365,99611.6287462082,7347.583262212914,3,F,Other,Incomplete higher,1
20,0.09276009601662824,30066.66689427161,137925.58550778375,12597.737474438269,3,M,Other,Secondary / secondary special,1
64,5.850087976064913,38110.031537439776,113811.72404617052,11539.406412455275,3,F,Business Entity,Secondary / secondary special,0
55,1.793326014284741,75185.27608555702,224241.79650389377,23173.69898054341,2,M,School,Higher education,0
34,4.917282357889928,14895.512665398093,30743.297518604293,2186.3074279934394,2,F,Business Entity,Secondary / secondary special,0
29,0.8157991333320453,23480.556543832474,56378.49412241509,3086.117900193582,2,F,Government,Secondary / secondary special,1
41,3.165343390171307,63850.6279423235,302640.6440534756,15928.995006734816,2,F,Other,Secondary / secondary special,1
46,3.510180309990286,71688.3505790452,142919.76235524268,14829.95765315562,2,M,Business Entity,Secondary / secondary special,1
60,4.398321428332813,35071.46554373755,171515.19303109587,13203.363771297449,2,M,School,Secondary / secondary special,0
42,3.5992016318040196,78370.30490414951,256003.2566265759,15200.445882851327,2,F,Other,Secondary / secondary special,1
53,3.422828239614035,25167.642553797494,77972.47016310498,4905.577569580128,3,F,Self-employed,Secondary / secondary special,0
43,2.0228337136749293,17075.16415180011,36049.67278868438,3735.8468140825635,2,F,Business Entity,Secondary / secondary special,0
55,0.3692028504877344,53912.36505089874,205696.93444918652,18908.308112889572,2,F,School,Secondary / secondary special,0
18,0.0,69379.89830858436,215733.9710185851,18358.577279172358,1,F,Other,Secondary / secondary special,1
37,2.843847680797193,68803.82346462841,192466.36221039857,18016.87836494453,1,M,School,Secondary / secondary special,0
45,2.1986768718474856,23582.912847577234,57207.58952520256,3411.0007400496675,1,F,Government,Secondary / secondary special,0
33,3.62974466557362,40122.3948075367,69520.22637149271,5028.603545017438,1,F,Self-employed,Higher education,0
64,1.8180530526585683,55265.770826948545,183352.39659698572,13968.600797292871,2,M,Self-employed,Secondary / secondary special,0
34,5.822319821363874,42213.22572024671,109550.88390639635,7889.289798870028,2,M,Government,Secondary / secondary special,0
57,9.973841286513972,74845.28195839161,297699.2204130555,32898.485377095705,2,F,Business Entity,Secondary / secondary special,0
45,1.7752612260399077,29657.700125454856,119589.58200503285,10846.71291630424,1,F,Self-employed,Secondary / secondary special,0
29,1.0720589711413706,35055.65059872938,93331.2716505942,9431.358190702818,3,F,Other,Secondary / secondary special,0
44,0.6175125336427678,40867.69721180302,157010.52104726818,10452.10030781453,3,M,Other,Secondary / secondary special,0
59,4.78887254655459,55065.41216411686,132452.3237754234,9071.021580971767,2,F,Government,Incomplete higher,0
64,2.9336400476427222,32950.777446906955,133289.45483561172,8766.916465533877,2,F,School,Secondary / secondary special,0
47,1.0413714758042854,57740.670870509486,89860.07439888801,8820.536442194574,1,F,Business Entity,Higher education,0
